Año,Mes,Nacionalidad,Femenino,Masculino,Indefinido,Total
2012,Enero,Islas Alboran y Perejil,1,0,0,1
2012,Enero,Albania,1,2,0,3
2012,Enero,Alemania,1396,2439,0,3835
2012,Enero,Andorra,6,11,0,17
2012,Enero,Angola,1,1,0,2
2012,Enero,Antigua y Barbuda,1,1,0,2
2012,Enero,Países Bajos,798,1418,0,2216
2012,Enero,Argelia,3,4,0,7
2012,Enero,Argentina,5696,6082,0,11778
2012,Enero,Aruba,0,2,0,2
2012,Enero,Australia,379,678,0,1057
2012,Enero,Austria,151,328,0,479
2012,Enero,Azerbaiyán,1,2,0,3
2012,Enero,Bahamas,2,5,0,7
2012,Enero,Bahréin,0,1,0,1
2012,Enero,Bangladesh,0,1,0,1
2012,Enero,Barbados,3,3,0,6
2012,Enero,República de Belarús,5,5,0,10
2012,Enero,Bélgica,172,380,0,552
2012,Enero,Belice,9,11,0,20
2012,Enero,Bermudas/Territorio Británico de Ultramar,0,2,0,2
2012,Enero,Bolivia,404,512,0,916
2012,Enero,Bosnia y Herzegovina,0,1,0,1
2012,Enero,Botsuana,0,1,0,1
2012,Enero,Brasil,4231,5579,0,9810
2012,Enero,Bulgaria,8,13,0,21
2012,Enero,Burkina Faso,1,0,0,1
2012,Enero,Islas Caimán/Territorio Británico de Ultramar,2,8,0,10
2012,Enero,Camerún,1,2,0,3
2012,Enero,Canadá,2785,3644,0,6429
2012,Enero,Chad,0,2,0,2
2012,Enero,España,2381,5165,0,7546
2012,Enero,República Democrática del Congo,0,3,0,3
2012,Enero,República de Corea,145,344,0,489
2012,Enero,Costa de Marfil,1,1,0,2
2012,Enero,Costa Rica,960,1107,0,2067
2012,Enero,Croacia,11,18,0,29
2012,Enero,Cuba,172,282,0,454
2012,Enero,Curazao,1,1,0,2
2012,Enero,República Checa,54,82,0,136
2012,Enero,Chile,2251,3278,0,5529
2012,Enero,China,113,264,0,377
2012,Enero,Chipre,1,2,0,3
2012,Enero,Dinamarca,72,171,0,243
2012,Enero,Dominica,1,5,0,6
2012,Enero,Ecuador,3068,4894,0,7962
2012,Enero,Egipto,0,9,0,9
2012,Enero,El Salvador,373,554,0,927
2012,Enero,Eslovaquia,16,37,0,53
2012,Enero,Eslovenia,35,43,0,78
2012,Enero,Estados Unidos de América,6889,14798,0,21687
2012,Enero,Estonia,10,14,0,24
2012,Enero,Etiopia,0,2,0,2
2012,Enero,Filipinas,28,146,0,174
2012,Enero,Finlandia,270,289,0,559
2012,Enero,Francia,1319,2117,0,3436
2012,Enero,Gabón,0,1,0,1
2012,Enero,Georgia,1,0,0,1
2012,Enero,Ghana,0,5,0,5
2012,Enero,Granada,0,1,0,1
2012,Enero,Grecia,13,97,0,110
2012,Enero,Guatemala,209,405,0,614
2012,Enero,Guyana,3,2,0,5
2012,Enero,Guinea,1,0,0,1
2012,Enero,Guinea Ecuatorial,0,1,0,1
2012,Enero,Guayana Francesa/Departamento de Ultramar Francés,0,1,0,1
2012,Enero,Haití,7,24,0,31
2012,Enero,Honduras,127,219,0,346
2012,Enero,Hungría,43,59,0,102
2012,Enero,India,41,239,0,280
2012,Enero,Indonesia,17,16,0,33
2012,Enero,Irán,3,14,0,17
2012,Enero,República de Irlanda,63,162,0,225
2012,Enero,Islandia,9,6,0,15
2012,Enero,Isla de Man,88,206,0,294
2012,Enero,Isla Johnston,0,2,0,2
2012,Enero,Israel,99,459,0,558
2012,Enero,Islas Aland/Provincia de Finlandia,1,0,0,1
2012,Enero,Isla Wake,0,1,0,1
2012,Enero,Italia,726,2431,0,3157
2012,Enero,Islas del Canal,0,1,0,1
2012,Enero,Jamaica,22,24,0,46
2012,Enero,Islas Marianas del Norte,0,1,0,1
2012,Enero,Japón,150,493,0,643
2012,Enero,Jordania,1,1,0,2
2012,Enero,Kazajistán,1,1,0,2
2012,Enero,Kenia,7,14,0,21
2012,Enero,Kuwait,0,1,0,1
2012,Enero,Letonia,13,10,0,23
2012,Enero,Lituania,7,12,0,19
2012,Enero,Líbano,14,39,0,53
2012,Enero,Libia,0,1,0,1
2012,Enero,Liechtenstein,1,4,0,5
2012,Enero,Luxemburgo,1,9,0,10
2012,Enero,Macedonia,0,1,0,1
2012,Enero,Malasia,13,17,0,30
2012,Enero,Malta,2,3,0,5
2012,Enero,Marruecos,2,6,0,8
2012,Enero,Mauricio,1,2,0,3
2012,Enero,México,1959,4197,0,6156
2012,Enero,República de Moldavia,3,0,0,3
2012,Enero,Mónaco,1,1,0,2
2012,Enero,Myanmar,1,0,0,1
2012,Enero,Namibia,0,1,0,1
2012,Enero,Nepal,0,4,0,4
2012,Enero,Nicaragua,59,75,0,134
2012,Enero,Nigeria,2,15,0,17
2012,Enero,Noruega,89,182,0,271
2012,Enero,Nueva Zelanda,47,86,0,133
2012,Enero,Pakistán,1,19,0,20
2012,Enero,Panamá,970,1430,0,2400
2012,Enero,Paraguay,111,127,0,238
2012,Enero,Perú,2627,3954,0,6581
2012,Enero,Palestina,2,3,0,5
2012,Enero,Polonia,110,167,0,277
2012,Enero,Portugal,96,295,0,391
2012,Enero,Puerto Rico/Territorio de Estados Unidos,0,1,0,1
2012,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,603,1502,0,2105
2012,Enero,República CentroÁfricana,0,1,0,1
2012,Enero,Federación de Rusia,296,405,0,701
2012,Enero,República Dominicana,237,430,0,667
2012,Enero,República Democrática Popular de Corea,1,1,0,2
2012,Enero,Rumania,31,65,0,96
2012,Enero,Rwanda,1,1,0,2
2012,Enero,San Marino,0,3,0,3
2012,Enero,San  Vicente y las Granadinas,0,2,0,2
2012,Enero,Santa Lucia,2,3,0,5
2012,Enero,Santa Sede/Ciudad del Vaticano,0,2,0,2
2012,Enero,Santo Tomé y Príncipe,0,1,0,1
2012,Enero,Senegal,1,0,0,1
2012,Enero,Serbia,2,7,0,9
2012,Enero,Sierra Leona,0,1,0,1
2012,Enero,Singapur,9,16,0,25
2012,Enero,República Árabe Siria,1,5,0,6
2012,Enero,Sri Lanka,0,2,0,2
2012,Enero,Sudáfrica,30,84,0,114
2012,Enero,Sudán,2,2,0,4
2012,Enero,Suecia,245,389,0,634
2012,Enero,Suiza,408,667,0,1075
2012,Enero,Surinam,16,20,0,36
2012,Enero,Taiwán,47,46,0,93
2012,Enero,Tailandia,5,3,0,8
2012,Enero,Territorio Antártico Británico/Territorio Británico de Ultramar,1,7,0,8
2012,Enero,Tanzania,1,2,0,3
2012,Enero,República Democrática de Timor Oriental,0,1,0,1
2012,Enero,Togo,0,1,0,1
2012,Enero,Trinidad y Tobago,23,60,0,83
2012,Enero,Túnez,0,2,0,2
2012,Enero,Turkmenistán,1,0,0,1
2012,Enero,Turquía,26,115,0,141
2012,Enero,Ucrania,31,30,0,61
2012,Enero,Uganda,2,7,0,9
2012,Enero,Uruguay,301,403,0,704
2012,Enero,Uzbekistán,0,1,0,1
2012,Enero,Venezuela,9716,11543,0,21259
2012,Enero,Vietnam,1,1,0,2
2012,Enero,Yugoslavia,1,3,0,4
2012,Enero,Zimbabue,0,2,0,2
2012,Enero,Desconocido,0,1,0,1
2012,Febrero,Albania,0,1,0,1
2012,Febrero,Alemania,1483,2473,0,3956
2012,Febrero,Andorra,1,4,0,5
2012,Febrero,Angola,4,0,0,4
2012,Febrero,Antigua y Barbuda,1,2,0,3
2012,Febrero,Países Bajos,818,1397,0,2215
2012,Febrero,Arabia Saudita,0,3,0,3
2012,Febrero,Argelia,0,2,0,2
2012,Febrero,Argentina,4364,5728,0,10092
2012,Febrero,República de Armenia,0,5,0,5
2012,Febrero,Aruba,0,2,0,2
2012,Febrero,Australia,291,553,0,844
2012,Febrero,Austria,160,286,0,446
2012,Febrero,Azerbaiyán,2,0,0,2
2012,Febrero,Bahamas,6,17,0,23
2012,Febrero,Bahréin,1,0,0,1
2012,Febrero,Bangladesh,0,3,0,3
2012,Febrero,Barbados,5,4,0,9
2012,Febrero,República de Belarús,5,1,0,6
2012,Febrero,Bélgica,143,371,0,514
2012,Febrero,Belice,2,7,0,9
2012,Febrero,Benín,2,2,0,4
2012,Febrero,Bolivia,303,473,0,776
2012,Febrero,Bosnia y Herzegovina,0,3,0,3
2012,Febrero,Brasil,3326,4502,0,7828
2012,Febrero,Bulgaria,7,8,0,15
2012,Febrero,Burundi,0,1,0,1
2012,Febrero,Islas Caimán/Territorio Británico de Ultramar,1,0,0,1
2012,Febrero,Camboya,0,2,0,2
2012,Febrero,Camerún,1,2,0,3
2012,Febrero,Canadá,2489,3307,0,5796
2012,Febrero,España,2088,5237,0,7325
2012,Febrero,República Democrática del Congo,3,1,0,4
2012,Febrero,República de Corea,115,447,0,562
2012,Febrero,Costa de Marfil,1,0,0,1
2012,Febrero,Costa Rica,703,981,0,1684
2012,Febrero,Croacia,5,39,0,44
2012,Febrero,Cuba,99,239,0,338
2012,Febrero,Curazao,1,3,0,4
2012,Febrero,República Checa,35,66,0,101
2012,Febrero,Chile,3625,4281,0,7906
2012,Febrero,China,151,470,0,621
2012,Febrero,Chipre,0,1,0,1
2012,Febrero,Dinamarca,58,156,0,214
2012,Febrero,República de Yibuti,0,1,0,1
2012,Febrero,Dominica,5,5,0,10
2012,Febrero,Ecuador,4036,5379,0,9415
2012,Febrero,Egipto,5,19,0,24
2012,Febrero,El Salvador,437,647,0,1084
2012,Febrero,Emiratos Árabes,1,3,0,4
2012,Febrero,Eslovaquia,20,18,0,38
2012,Febrero,Eslovenia,19,29,0,48
2012,Febrero,Estados Unidos de América,8240,17133,0,25373
2012,Febrero,Estonia,24,20,0,44
2012,Febrero,Etiopia,0,3,0,3
2012,Febrero,Filipinas,21,216,0,237
2012,Febrero,Finlandia,229,252,0,481
2012,Febrero,Francia,1256,2108,0,3364
2012,Febrero,Gabón,0,1,0,1
2012,Febrero,Gambia,0,1,0,1
2012,Febrero,Ghana,2,6,0,8
2012,Febrero,Granada,1,2,0,3
2012,Febrero,Grecia,33,80,0,113
2012,Febrero,Guatemala,177,523,0,700
2012,Febrero,Guyana,2,12,0,14
2012,Febrero,Haití,1,16,0,17
2012,Febrero,Honduras,147,238,0,385
2012,Febrero,Hungría,42,45,0,87
2012,Febrero,India,26,342,0,368
2012,Febrero,Indonesia,9,22,0,31
2012,Febrero,Irán,4,16,0,20
2012,Febrero,República de Irlanda,56,112,0,168
2012,Febrero,Islandia,9,13,0,22
2012,Febrero,Isla de Man,65,218,0,283
2012,Febrero,Isla Johnston,2,1,0,3
2012,Febrero,Israel,128,573,0,701
2012,Febrero,Islas Aland/Provincia de Finlandia,0,1,0,1
2012,Febrero,Isla Wake,1,0,0,1
2012,Febrero,Italia,621,2029,0,2650
2012,Febrero,Jamaica,14,26,0,40
2012,Febrero,Islas Salomón,1,0,0,1
2012,Febrero,Papúa Occidental,1,0,0,1
2012,Febrero,Japón,186,500,0,686
2012,Febrero,Jordania,2,4,0,6
2012,Febrero,Kazajistán,4,1,0,5
2012,Febrero,Kenia,0,16,0,16
2012,Febrero,Kirguistán,0,1,0,1
2012,Febrero,Kuwait,1,0,0,1
2012,Febrero,República de Kosovo,1,0,0,1
2012,Febrero,Lesoto,0,1,0,1
2012,Febrero,Letonia,6,4,0,10
2012,Febrero,Lituania,16,15,0,31
2012,Febrero,Líbano,20,38,0,58
2012,Febrero,Liechtenstein,1,4,0,5
2012,Febrero,Luxemburgo,4,13,0,17
2012,Febrero,Macedonia,1,0,0,1
2012,Febrero,Madagascar,1,0,0,1
2012,Febrero,Malasia,9,26,0,35
2012,Febrero,Malta,1,2,0,3
2012,Febrero,Marruecos,1,9,0,10
2012,Febrero,Mauricio,1,0,0,1
2012,Febrero,México,1692,4388,0,6080
2012,Febrero,República de Moldavia,2,0,0,2
2012,Febrero,Mongolia,1,0,0,1
2012,Febrero,Mozambique,0,1,0,1
2012,Febrero,Myanmar,1,1,0,2
2012,Febrero,Nicaragua,72,69,0,141
2012,Febrero,Nigeria,3,6,0,9
2012,Febrero,Noruega,120,201,0,321
2012,Febrero,Nueva Zelanda,36,101,0,137
2012,Febrero,Papúa Nueva Guinea,0,1,0,1
2012,Febrero,Pakistán,0,9,0,9
2012,Febrero,Panamá,1045,1533,0,2578
2012,Febrero,Paraguay,101,128,0,229
2012,Febrero,Perú,3715,4638,0,8353
2012,Febrero,Palestina,0,3,0,3
2012,Febrero,Polonia,111,235,0,346
2012,Febrero,Portugal,86,271,0,357
2012,Febrero,Puerto Rico/Territorio de Estados Unidos,0,3,0,3
2012,Febrero,Reino Unido de Gran Bretaña e Irlanda del Norte,531,1286,0,1817
2012,Febrero,República CentroÁfricana,1,1,0,2
2012,Febrero,Federación de Rusia,200,249,0,449
2012,Febrero,República Dominicana,268,499,0,767
2012,Febrero,Rumania,40,59,0,99
2012,Febrero,Rwanda,0,1,0,1
2012,Febrero,San Cristóbal y Nevis,1,2,0,3
2012,Febrero,Samoa Occidental,1,0,0,1
2012,Febrero,San Marino,0,2,0,2
2012,Febrero,San  Vicente y las Granadinas,2,1,0,3
2012,Febrero,Santa Lucia,2,3,0,5
2012,Febrero,Senegal,1,0,0,1
2012,Febrero,Serbia,8,9,0,17
2012,Febrero,Singapur,1,15,0,16
2012,Febrero,República Árabe Siria,0,1,0,1
2012,Febrero,Sri Lanka,0,3,0,3
2012,Febrero,Sudáfrica,16,82,0,98
2012,Febrero,Sudán,0,2,0,2
2012,Febrero,Suecia,238,308,0,546
2012,Febrero,Suiza,392,663,0,1055
2012,Febrero,Surinam,13,14,0,27
2012,Febrero,Taiwán,46,76,0,122
2012,Febrero,Tailandia,4,2,0,6
2012,Febrero,Tíbet/Región Autónoma de China,0,1,0,1
2012,Febrero,Territorio Antártico Británico/Territorio Británico de Ultramar,1,6,0,7
2012,Febrero,Tanzania,2,5,0,7
2012,Febrero,Trinidad y Tobago,20,51,0,71
2012,Febrero,Túnez,0,1,0,1
2012,Febrero,Turquía,25,84,0,109
2012,Febrero,Ucrania,21,30,0,51
2012,Febrero,Uganda,0,4,0,4
2012,Febrero,Uruguay,358,485,0,843
2012,Febrero,Venezuela,8489,10738,0,19227
2012,Febrero,Vietnam,4,1,0,5
2012,Febrero,Yugoslavia,0,1,0,1
2012,Febrero,Zambia,1,3,0,4
2012,Febrero,Zimbabue,1,1,0,2
2012,Febrero,Desconocido,0,1,0,1
2012,Marzo,Albania,1,0,0,1
2012,Marzo,Alemania,1604,2586,0,4190
2012,Marzo,Andorra,1,10,0,11
2012,Marzo,Angola,1,2,0,3
2012,Marzo,Antigua y Barbuda,2,1,0,3
2012,Marzo,Países Bajos,816,1438,0,2254
2012,Marzo,Arabia Saudita,1,3,0,4
2012,Marzo,Argelia,0,1,0,1
2012,Marzo,Argentina,4472,5863,0,10335
2012,Marzo,República de Armenia,0,2,0,2
2012,Marzo,Aruba,4,4,0,8
2012,Marzo,Australia,286,538,0,824
2012,Marzo,Austria,117,226,0,343
2012,Marzo,Azerbaiyán,1,2,0,3
2012,Marzo,Bahamas,2,16,0,18
2012,Marzo,Bahréin,0,1,0,1
2012,Marzo,Bangladesh,2,1,0,3
2012,Marzo,Barbados,4,7,0,11
2012,Marzo,República de Belarús,4,0,0,4
2012,Marzo,Bélgica,138,354,0,492
2012,Marzo,Belice,3,9,0,12
2012,Marzo,Benín,0,1,0,1
2012,Marzo,Bermudas/Territorio Británico de Ultramar,0,6,0,6
2012,Marzo,Bolivia,382,488,0,870
2012,Marzo,Bosnia y Herzegovina,0,2,0,2
2012,Marzo,Brasil,2229,4058,0,6287
2012,Marzo,Bulgaria,2,11,0,13
2012,Marzo,Islas Caimán/Territorio Británico de Ultramar,1,2,0,3
2012,Marzo,Camboya,1,2,0,3
2012,Marzo,Camerún,0,4,0,4
2012,Marzo,Canadá,2597,3274,0,5871
2012,Marzo,España,2268,5384,0,7652
2012,Marzo,República Democrática del Congo,3,6,0,9
2012,Marzo,República de Corea,117,497,0,614
2012,Marzo,Costa de Marfil,0,2,0,2
2012,Marzo,Costa Rica,812,1089,0,1901
2012,Marzo,Croacia,8,62,0,70
2012,Marzo,Cuba,103,218,0,321
2012,Marzo,Curazao,5,4,0,9
2012,Marzo,República Checa,47,73,0,120
2012,Marzo,Chile,2459,3687,0,6146
2012,Marzo,China,168,484,0,652
2012,Marzo,Chipre,0,5,0,5
2012,Marzo,Dinamarca,76,188,0,264
2012,Marzo,Dominica,1,10,0,11
2012,Marzo,Ecuador,3625,5558,0,9183
2012,Marzo,Egipto,4,13,0,17
2012,Marzo,El Salvador,424,578,0,1002
2012,Marzo,Emiratos Árabes,1,24,0,25
2012,Marzo,Eslovaquia,25,16,0,41
2012,Marzo,Eslovenia,17,36,0,53
2012,Marzo,Estados Unidos de América,9331,18243,0,27574
2012,Marzo,Estonia,24,21,0,45
2012,Marzo,Etiopia,2,7,0,9
2012,Marzo,Filipinas,21,184,0,205
2012,Marzo,Finlandia,149,161,0,310
2012,Marzo,Francia,972,2016,0,2988
2012,Marzo,Georgia,9,16,0,25
2012,Marzo,Ghana,2,3,0,5
2012,Marzo,Grecia,23,71,0,94
2012,Marzo,Guatemala,270,591,0,861
2012,Marzo,Guyana,3,27,0,30
2012,Marzo,Guinea Ecuatorial,1,0,0,1
2012,Marzo,Guinea Bissau,0,1,0,1
2012,Marzo,Haití,8,31,0,39
2012,Marzo,Honduras,190,266,0,456
2012,Marzo,Hungría,28,39,0,67
2012,Marzo,India,55,275,0,330
2012,Marzo,Indonesia,9,44,0,53
2012,Marzo,Iraq,0,2,0,2
2012,Marzo,Irán,6,16,0,22
2012,Marzo,República de Irlanda,57,144,0,201
2012,Marzo,Islandia,7,4,0,11
2012,Marzo,Isla de Man,110,284,0,394
2012,Marzo,Isla Johnston,0,1,0,1
2012,Marzo,Israel,101,548,0,649
2012,Marzo,Islas Aland/Provincia de Finlandia,0,1,0,1
2012,Marzo,Italia,530,2116,0,2646
2012,Marzo,Islas del Canal,1,1,0,2
2012,Marzo,Jamaica,10,29,0,39
2012,Marzo,Japón,255,571,0,826
2012,Marzo,Jordania,3,9,0,12
2012,Marzo,Kazajistán,2,3,0,5
2012,Marzo,Kenia,4,9,0,13
2012,Marzo,Kirguistán,0,1,0,1
2012,Marzo,Kuwait,0,3,0,3
2012,Marzo,República de Kosovo,6,14,0,20
2012,Marzo,Letonia,8,17,0,25
2012,Marzo,Lituania,10,14,0,24
2012,Marzo,Líbano,16,45,0,61
2012,Marzo,Liberia,0,1,0,1
2012,Marzo,Liechtenstein,4,3,0,7
2012,Marzo,Luxemburgo,8,20,0,28
2012,Marzo,Macedonia,1,4,0,5
2012,Marzo,Madagascar,0,2,0,2
2012,Marzo,Malasia,7,22,0,29
2012,Marzo,Malawi,2,0,0,2
2012,Marzo,Malta,1,6,0,7
2012,Marzo,Marruecos,6,10,0,16
2012,Marzo,Mauricio,0,1,0,1
2012,Marzo,México,1942,4690,0,6632
2012,Marzo,República de Moldavia,2,0,0,2
2012,Marzo,Mónaco,0,1,0,1
2012,Marzo,Mozambique,1,1,0,2
2012,Marzo,Myanmar,1,0,0,1
2012,Marzo,Namibia,0,1,0,1
2012,Marzo,Nepal,0,4,0,4
2012,Marzo,Nicaragua,61,96,0,157
2012,Marzo,Nigeria,2,5,0,7
2012,Marzo,Noruega,94,176,0,270
2012,Marzo,Nueva Caledonia/Territorio francés,0,1,0,1
2012,Marzo,Nueva Zelanda,49,97,0,146
2012,Marzo,Omán,0,2,0,2
2012,Marzo,Pakistán,2,26,0,28
2012,Marzo,Panamá,821,1564,0,2385
2012,Marzo,Paraguay,59,104,0,163
2012,Marzo,Perú,3228,4747,0,7975
2012,Marzo,Palestina,0,3,0,3
2012,Marzo,Polonia,100,189,0,289
2012,Marzo,Portugal,92,278,0,370
2012,Marzo,Puerto Rico/Territorio de Estados Unidos,2,4,0,6
2012,Marzo,Reino Unido de Gran Bretaña e Irlanda del Norte,628,1467,0,2095
2012,Marzo,República CentroÁfricana,0,4,0,4
2012,Marzo,Federación de Rusia,176,249,0,425
2012,Marzo,República Dominicana,320,462,0,782
2012,Marzo,Rumania,46,95,0,141
2012,Marzo,San Cristóbal y Nevis,0,2,0,2
2012,Marzo,San Marino,0,1,0,1
2012,Marzo,San  Vicente y las Granadinas,1,2,0,3
2012,Marzo,Santa Lucia,5,11,0,16
2012,Marzo,Santa Sede/Ciudad del Vaticano,0,1,0,1
2012,Marzo,Senegal,1,2,0,3
2012,Marzo,Serbia,16,20,0,36
2012,Marzo,Sierra Leona,0,1,0,1
2012,Marzo,Singapur,13,17,0,30
2012,Marzo,República Árabe Siria,1,4,0,5
2012,Marzo,Sri Lanka,0,1,0,1
2012,Marzo,Sudáfrica,39,91,0,130
2012,Marzo,Sudán,0,1,0,1
2012,Marzo,Suecia,177,327,0,504
2012,Marzo,Suiza,329,646,0,975
2012,Marzo,Surinam,6,19,0,25
2012,Marzo,Suazilandia,1,0,0,1
2012,Marzo,Taiwán,23,61,0,84
2012,Marzo,República de Tayikistán,1,0,0,1
2012,Marzo,Tailandia,5,2,0,7
2012,Marzo,Territorio Antártico Británico/Territorio Británico de Ultramar,1,4,0,5
2012,Marzo,Tanzania,2,1,0,3
2012,Marzo,Togo,0,1,0,1
2012,Marzo,Trinidad y Tobago,27,106,0,133
2012,Marzo,Túnez,1,6,0,7
2012,Marzo,Turquía,22,95,0,117
2012,Marzo,Ucrania,29,30,0,59
2012,Marzo,Uganda,1,4,0,5
2012,Marzo,Uruguay,335,492,0,827
2012,Marzo,Uzbekistán,2,0,0,2
2012,Marzo,Venezuela,7666,10026,0,17692
2012,Marzo,Vietnam,2,2,0,4
2012,Marzo,Yugoslavia,1,0,0,1
2012,Marzo,Zambia,0,1,0,1
2012,Marzo,Zimbabue,1,3,0,4
2012,Abril,Albania,3,4,0,7
2012,Abril,Alemania,943,1748,0,2691
2012,Abril,Andorra,1,7,0,8
2012,Abril,Angola,0,2,0,2
2012,Abril,Antigua y Barbuda,2,2,0,4
2012,Abril,Países Bajos,855,1436,0,2291
2012,Abril,Arabia Saudita,0,5,0,5
2012,Abril,Argelia,1,3,0,4
2012,Abril,Argentina,4095,5380,0,9475
2012,Abril,República de Armenia,1,1,0,2
2012,Abril,Aruba,1,2,0,3
2012,Abril,Australia,280,501,0,781
2012,Abril,Austria,89,194,0,283
2012,Abril,Azerbaiyán,1,2,0,3
2012,Abril,Bahamas,3,15,0,18
2012,Abril,Bangladesh,0,3,0,3
2012,Abril,Barbados,12,12,0,24
2012,Abril,República de Belarús,1,3,0,4
2012,Abril,Bélgica,101,292,0,393
2012,Abril,Belice,5,13,0,18
2012,Abril,Bolivia,325,469,0,794
2012,Abril,Bosnia y Herzegovina,0,2,0,2
2012,Abril,Brasil,2837,4315,0,7152
2012,Abril,Bulgaria,8,9,0,17
2012,Abril,Burkina Faso,0,1,0,1
2012,Abril,Islas Caimán/Territorio Británico de Ultramar,0,2,0,2
2012,Abril,Camerún,0,2,0,2
2012,Abril,Canadá,1032,1878,0,2910
2012,Abril,España,2055,4803,0,6858
2012,Abril,República Democrática del Congo,1,1,0,2
2012,Abril,República de Corea,186,444,0,630
2012,Abril,Costa de Marfil,0,2,0,2
2012,Abril,Costa Rica,858,1106,0,1964
2012,Abril,Croacia,6,45,0,51
2012,Abril,Cuba,122,259,0,381
2012,Abril,Curazao,1,6,0,7
2012,Abril,República Checa,31,31,0,62
2012,Abril,Chile,2254,3484,0,5738
2012,Abril,China,169,550,0,719
2012,Abril,Chipre,3,3,0,6
2012,Abril,Dinamarca,61,151,0,212
2012,Abril,Dominica,4,12,0,16
2012,Abril,Ecuador,3324,4804,0,8128
2012,Abril,Egipto,4,17,0,21
2012,Abril,El Salvador,404,627,0,1031
2012,Abril,Emiratos Árabes,0,7,0,7
2012,Abril,Eslovaquia,19,32,0,51
2012,Abril,Eslovenia,9,39,0,48
2012,Abril,Estados Unidos de América,7245,15879,0,23124
2012,Abril,Estonia,5,5,0,10
2012,Abril,Etiopia,0,3,0,3
2012,Abril,Filipinas,16,127,0,143
2012,Abril,Finlandia,41,78,0,119
2012,Abril,Francia,1027,1917,0,2944
2012,Abril,Georgia,0,1,0,1
2012,Abril,Granada,3,8,0,11
2012,Abril,Grecia,8,51,0,59
2012,Abril,Guatemala,232,520,0,752
2012,Abril,Guyana,6,15,0,21
2012,Abril,Guinea,1,1,0,2
2012,Abril,Guayana Francesa/Departamento de Ultramar Francés,0,1,0,1
2012,Abril,Haití,8,27,0,35
2012,Abril,Honduras,163,262,0,425
2012,Abril,Hungría,11,26,0,37
2012,Abril,India,37,241,0,278
2012,Abril,Indonesia,7,87,0,94
2012,Abril,Irán,2,14,0,16
2012,Abril,República de Irlanda,51,118,0,169
2012,Abril,Islandia,4,3,0,7
2012,Abril,Isla de Man,91,240,0,331
2012,Abril,Isla Johnston,0,2,0,2
2012,Abril,Israel,123,644,0,767
2012,Abril,Islas Aland/Provincia de Finlandia,0,1,0,1
2012,Abril,Italia,415,1595,0,2010
2012,Abril,Jamaica,21,37,0,58
2012,Abril,Japón,142,449,0,591
2012,Abril,Jordania,2,1,0,3
2012,Abril,Kazajistán,2,3,0,5
2012,Abril,Kenia,0,8,0,8
2012,Abril,Kirguistán,0,1,0,1
2012,Abril,Kuwait,0,1,0,1
2012,Abril,República de Kosovo,1,0,0,1
2012,Abril,Letonia,4,6,0,10
2012,Abril,Lituania,11,16,0,27
2012,Abril,Líbano,19,34,0,53
2012,Abril,Liechtenstein,2,3,0,5
2012,Abril,Luxemburgo,4,9,0,13
2012,Abril,Macedonia,1,1,0,2
2012,Abril,Madagascar,1,0,0,1
2012,Abril,Malasia,7,22,0,29
2012,Abril,Malawi,0,1,0,1
2012,Abril,Malta,0,5,0,5
2012,Abril,Marruecos,4,6,0,10
2012,Abril,Mauricio,0,1,0,1
2012,Abril,México,2061,4698,0,6759
2012,Abril,Mónaco,1,1,0,2
2012,Abril,Montenegro,0,1,0,1
2012,Abril,Mozambique,1,1,0,2
2012,Abril,Namibia,1,1,0,2
2012,Abril,Nepal,1,3,0,4
2012,Abril,Nicaragua,56,96,0,152
2012,Abril,Nigeria,0,7,0,7
2012,Abril,Níger,0,1,0,1
2012,Abril,Noruega,61,128,0,189
2012,Abril,Nueva Zelanda,53,88,0,141
2012,Abril,Pakistán,6,17,0,23
2012,Abril,Panamá,807,1444,0,2251
2012,Abril,Paraguay,98,100,0,198
2012,Abril,Perú,2873,3956,0,6829
2012,Abril,Palestina,1,2,0,3
2012,Abril,Polonia,74,161,0,235
2012,Abril,Portugal,81,272,0,353
2012,Abril,Puerto Rico/Territorio de Estados Unidos,0,5,0,5
2012,Abril,Reino Unido de Gran Bretaña e Irlanda del Norte,482,1302,0,1784
2012,Abril,Federación de Rusia,162,255,0,417
2012,Abril,República Dominicana,301,435,0,736
2012,Abril,Rumania,46,79,0,125
2012,Abril,San Cristóbal y Nevis,2,3,0,5
2012,Abril,San Marino,1,3,0,4
2012,Abril,San  Vicente y las Granadinas,2,4,0,6
2012,Abril,Santa Lucia,4,7,0,11
2012,Abril,Santa Sede/Ciudad del Vaticano,1,0,0,1
2012,Abril,Senegal,0,1,0,1
2012,Abril,Serbia,1,5,0,6
2012,Abril,Singapur,7,17,0,24
2012,Abril,República Árabe Siria,0,3,0,3
2012,Abril,Sri Lanka,0,2,0,2
2012,Abril,Sudáfrica,20,74,0,94
2012,Abril,Sudán,2,6,0,8
2012,Abril,Suecia,172,257,0,429
2012,Abril,Suiza,305,569,0,874
2012,Abril,Surinam,34,39,0,73
2012,Abril,Taiwán,52,98,0,150
2012,Abril,Tailandia,3,6,0,9
2012,Abril,Territorio Antártico Británico/Territorio Británico de Ultramar,0,4,0,4
2012,Abril,Tanzania,0,1,0,1
2012,Abril,Trinidad y Tobago,26,122,0,148
2012,Abril,Túnez,0,5,0,5
